Company,About,Website,Job portal,Linkedin (jobs),Location/Eligibility
Astellas Pharma,a pharmaceutical company conducting business in more than 70 countries around the world,https://www.astellas.com,https://www.astellas.com/en/careers-at-astellas,https://www.linkedin.com/company/astellaspharmainc/jobs/,"Europe, China, Japan, US"
Astraea Lesbian Foundation for Justice,,https://www.astraeafoundation.org,https://www.astraeafoundation.org/join-us/jobs/,https://www.linkedin.com/company/astraea-lesbian-foundation-for-justice/jobs/,worldwide
ASU Laboratory for Energy And Power Solutions (LEAPS),,https://cfo.asu.edu,https://cfo.asu.edu/applicant,https://www.linkedin.com/company/asuleaps/jobs/,"Position requires travel to Pacific Islands region for 5 months. Approximately one-third of travel will be in capital cities to collaborate with project partners in an office setting. Approximately two-thirds of travel will constitute field work in remote island communities. Outside of travel, candidate can work remotely from any location compatible to work with Phoenix, U.S. and Auckland, New Zealand time zones. An office space can be provided at the ASU Tempe or ASU Poly campuses if desired"
Atacana,"a competitive strategy consulting firm focused on the pharmaceutical, biotech and medical devices industries",https://atacana.com/,,https://www.linkedin.com/company/atacana-group/jobs/,remote global
Atlantis Innovation,"supporting organisations in designing, deploying and funding their research, technology and innovation ventures",https://atlantisinnovation.co.uk,https://atlantisinnovation.co.uk/careers/,https://www.linkedin.com/company/atlantis-innovation-limited/jobs/,can be based in any EU country and the UK
Atmorph,covers the entire carbon credit value chain necessary in generating high quality carbon credits to users of voluntary and compliance carbon offset,https://atmorph.com,,https://www.linkedin.com/company/atmorph/jobs/,US/global
Aquaculture Stewardship Council,certifying environmentally and socially responsible seafood,https://www.asc-aqua.org/,,https://www.linkedin.com/company/aquaculture-stewardship-council/jobs/,
Aquatic Life Institute,improving aquatic life,https://ali.fish/,https://ali.fish/we-are-hiring,https://www.linkedin.com/company/aquatic-life-institute/jobs/,fully remote team
Auschwitz Institute for the Prevention of Genocide and Mass Atrocities,,https://www.auschwitzinstitute.org/,,,anywhere globally
Avaaz,a global web movement to bring people-powered politics to decision-making everywhere,https://secure.avaaz.org/page/en/,https://avaaz.recruiterbox.com/,https://www.linkedin.com/company/avaaz-org/jobs/,remote-locations depending on roles
AVAC: Global Advocacy for HIV Prevention,,https://www.avac.org,https://www.avac.org/job-opportunities,https://www.linkedin.com/company/aids-vaccine-advocacy-coalition/jobs/,Residency and work authorization within Eastern and/or Southern Africa
Avantor,"a global provider of mission-critical products and services to customers in the biopharma, healthcare, education & government, and advanced technologies & applied materials industries",https://www.avantorsciences.com,https://vwr.wd1.myworkdayjobs.com/ru-RU/avantorJobs?utm_source=avantorinc.com&utm_medium=link&utm_campaign=AvantorCareers&utm_content=AvantorCareerPage-012018%3E,https://www.linkedin.com/company/avantorinc/jobs/,
Avenues,"a global network of campuses--on three continents, online",https://www.avenues.org/,,,anywhere
AVPN,"a network of 600+ members across 33 countries that is increasing the flow of financial, human, and intellectual capital from around the world into the social sector in Asia",https://avpn.asia/,https://avpn.asia/jobs-from/avpn/#career-list,https://www.linkedin.com/company/avpn/jobs/,Consultancy
AWO Agency,"agency working across the world to shape, apply and enforce data rights",https://www.awo.agency,,https://www.linkedin.com/company/awo-agency/jobs/,"Remote, within UK, Belgium, France, Greece, Ireland, Netherlands, Switzerland"
Axon,"connects people, devices, and apps to protect life in all regards",https://www.axon.com,https://www.axon.com/careers/board,https://www.linkedin.com/company/axon-protect-life/jobs/,Latin America
AZAHAR Foundation,conflict resolution and peace-building techniques of Yoga and the Arts,https://azaharfoundation.org,,https://www.linkedin.com/company/azahar-foundation/jobs/,
Bank Information Center,"promotes social, ecological and economic justice by amplifying local voices and democratizing development",https://bankinformationcenter.org,https://bankinformationcenter.org/en-us/careers,https://www.linkedin.com/company/bank-information-center/jobs/,Consultancy
Baraka Shea Butter,"using business to create meaningful community impact and generate financial returns, while simultaneously respecting our planet and environment",https://barakasheabutter.com/,https://barakasheabutter.com/pages/careers-in-baraka,https://www.linkedin.com/company/baraka-shea-butter/jobs/,anywhere worldwide
Barracuda,delivering innovative security products,https://www.barracuda.com/,,https://www.linkedin.com/company/barracuda-networks/jobs/,"remote-living in the DACH region (Germany, Austria and Switzerland)"
Batonga Foundation,equips the hardest-to-reach girls and young women with the knowledge and skills they need to be agents of change in their own lives and communities,https://batongafoundation.org,https://batongafoundation.org/jobs/,https://www.linkedin.com/company/batonga-foundation/jobs/,
"Baxter International Inc.,",working at the intersection of Saving and Sustaining Lives,https://www.baxter.com/,https://jobs.baxter.com/,https://www.linkedin.com/company/baxter-healthcare/jobs/,
BCMCR,"producing distinctive, collaborative research within the field of media and cultural studies",https://bcmcr.org/,,,Consutancy-United Kingdom or other similar time zones preferable
Beam,an online platform for people with specific health conditions,https://beamfeelgood.com/,,https://www.linkedin.com/company/beamfeelgood/jobs/,
BEATHEART,developing the technical solutions for healthcare professionals to accompany their patients into the digital future,https://beat-heart.com/,,,"EU,US"
Beducated,Resource for Sexual Health & Happiness,https://beducated.com/,https://beducated.jobs.personio.de/,https://www.linkedin.com/company/beducated/jobs/,Germany or Neighboring countries (to join the founding team once per month in Munich)
BELLUS Health,a clinical stage biotechnology company developing novel therapeutics for the treatment of chronic cough and other chronic disorders triggered by hypersensitization,https://bellushealth.com,https://bellushealth.com/careers/open-positions/,https://www.linkedin.com/company/bellus-health/jobs/,NA
BeMo Academic Consulting Inc.,"personalized admissions prep to top universities in the US, Canada, the UK & Australia",https://bemoacademicconsulting.com,https://bemoacademicconsulting.com/Careers-at-BeMo.html,https://www.linkedin.com/company/bemo-academic-consulting-inc-/jobs/,mostly NA
BenchSci,empowering scientists with the worldâ€™s most advanced biomedical artificial intelligence,https://www.benchsci.com/,https://www.linkedin.com/company/benchsci/jobs/,https://www.linkedin.com/company/benchsci/jobs/,"Canada, US, UK"
Berkner Group,"executive and technical search in Energy, Semiconductors, Agtech, Materials, Space and Biotech",https://www.berknergroup.com/,,https://www.linkedin.com/company/berkner-group/jobs/,
Better Bite Ventures,investing in alt protein founders in Asia Pacific,https://www.betterbite.vc/,,https://www.linkedin.com/company/betterbitevc/jobs/,APAC
Better Cotton Initiative,a global not-for-profit organisation and the largest cotton sustainability programme in the world,https://bettercotton.org/,https://bettercotton.org/jobs-at-bci/,https://www.linkedin.com/company/better-cotton-initiative/jobs/,"UK, Switzerland, India"
Betterfly,a purpose-driven benefits platform that rewards your teamâ€™s healthy habits with charitable donations and no-cost life insurance coverage that grows every day,https://gobetterfly.com/en/,https://betterfly.bamboohr.com/jobs/,https://www.linkedin.com/company/gobetterfly/jobs/,worldwide
Beyond Capital Ventures,"a women-led impact venture capital firm, offering a diversified portfolio of companies in ""need-to-have"" sectors, led by conscious leaders",https://www.beyondcapitalventures.com/,,https://www.linkedin.com/company/beyond-capital-ventures/jobs/,"Remote/Nairobi, Kenya/Bangalore, India"
Beyond Carnism,"a US-based, international organization dedicated to exposing and transforming carnism, the invisible belief system that conditions people to eat certain animals",https://carnism.org,https://carnism.org/careers/,https://www.linkedin.com/company/beyondcarnism/jobs/,"open to candidates in the United States, the United Kingdom, Germany, and Canada"
BFA Global,digital and financial innovation for a more inclusive and sustainable world,https://bfaglobal.com/,https://bfaglobal.com/about-bfa-global/careers/opportunities/,https://www.linkedin.com/company/bfaglobal/jobs/,various locations
Zero Longevity,"helping people live healthier, longer lives",https://zerolongevity.com/,https://zerolongevity.notion.site/Work-at-Zero-Longevity-Science-fa4256c407014149b2389de815d8d899,https://www.linkedin.com/company/zerolongevity/jobs/,"100% remote, with team members working from their favorite desks in Los Angeles, Toronto, Lisbon, Nairobi, and Big Sky, Montana"
BioInvent International AB,translating cancer antibody biology into innovative immuno-oncology therapies,https://www.bioinvent.com/,https://careers.bioinvent.com/,https://www.linkedin.com/company/bioinvent-international-ab/jobs/,"The company is in Lund, Sweden but relocation is not a requirement for European resident"
